Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead Time,Route,Delayed
2944,CA-2022-129322-CHO-TRI-54000,2024-08-08,2028-01-31,Second Class,129322,Canada,Toronto,Ontario,M5H,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1271,Chocolate → Ontario,True
2945,US-2022-103954-CHO-TRI-54000,2024-09-08,2028-02-03,Second Class,103954,United States,Milwaukee,Wisconsin,53209,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1243,Chocolate → Wisconsin,True
2946,US-2022-128013-CHO-SCR-58000,2024-09-08,2028-02-06,Standard Class,128013,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1246,Chocolate → New York,True
2947,US-2022-131338-CHO-FUD-51000,2024-09-08,2028-02-02,First Class,131338,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1242,Chocolate → New York,True
2948,US-2022-131338-CHO-MIL-31000,2024-09-08,2028-02-02,First Class,131338,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1242,Chocolate → New York,True
2949,US-2022-131338-CHO-SCR-58000,2024-09-08,2028-02-02,First Class,131338,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,1242,Chocolate → New York,True
2950,US-2022-163055-CHO-TRI-54000,2024-09-08,2028-02-06,Standard Class,163055,United States,Detroit,Michigan,48227,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,1246,Chocolate → Michigan,True
2951,US-2022-163055-CHO-TRI-54000,2024-09-08,2028-02-06,Standard Class,163055,United States,Detroit,Michigan,48227,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1246,Chocolate → Michigan,True
2952,US-2022-131338-CHO-FUD-51000,2024-09-08,2028-02-02,First Class,131338,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1242,Chocolate → New York,True
2953,US-2022-131338-CHO-FUD-51000,2024-09-08,2028-02-02,First Class,131338,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1242,Chocolate → New York,True
2954,US-2022-155453-CHO-NUT-13000,2024-09-08,2028-02-04,Standard Class,155453,United States,Jacksonville,Florida,32216,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1244,Chocolate → Florida,True
2955,US-2022-131338-CHO-MIL-31000,2024-09-08,2028-02-02,First Class,131338,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1242,Chocolate → New York,True
2956,US-2022-128013-CHO-MIL-31000,2024-09-08,2028-02-06,Standard Class,128013,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1246,Chocolate → New York,True
2957,US-2022-131338-CHO-FUD-51000,2024-09-08,2028-02-02,First Class,131338,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1242,Chocolate → New York,True
2958,US-2022-163055-CHO-TRI-54000,2024-09-08,2028-02-06,Standard Class,163055,United States,Detroit,Michigan,48227,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1246,Chocolate → Michigan,True
2959,US-2022-131338-CHO-MIL-31000,2024-09-08,2028-02-02,First Class,131338,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1242,Chocolate → New York,True
2960,US-2022-131338-CHO-NUT-13000,2024-09-08,2028-02-02,First Class,131338,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1242,Chocolate → New York,True
2961,US-2022-131338-CHO-MIL-31000,2024-09-08,2028-02-02,First Class,131338,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1242,Chocolate → New York,True
2962,US-2022-156496-CHO-SCR-58000,2024-10-08,2028-02-06,Standard Class,156496,United States,Redmond,Oregon,97756,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1216,Chocolate → Oregon,True
2963,US-2022-130022-CHO-MIL-31000,2024-10-08,2028-02-06,Standard Class,130022,United States,Eagan,Minnesota,55122,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1216,Chocolate → Minnesota,True
2964,US-2022-121699-CHO-NUT-13000,2024-10-08,2028-02-04,Standard Class,121699,United States,Detroit,Michigan,48227,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1214,Chocolate → Michigan,True
2965,US-2022-130022-CHO-FUD-51000,2024-10-08,2028-02-06,Standard Class,130022,United States,Eagan,Minnesota,55122,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1216,Chocolate → Minnesota,True
2966,US-2022-130022-CHO-TRI-54000,2024-10-08,2028-02-06,Standard Class,130022,United States,Eagan,Minnesota,55122,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1216,Chocolate → Minnesota,True
2967,US-2022-156496-CHO-FUD-51000,2024-10-08,2028-02-06,Standard Class,156496,United States,Redmond,Oregon,97756,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1216,Chocolate → Oregon,True
2968,US-2022-156496-CHO-SCR-58000,2024-10-08,2028-02-06,Standard Class,156496,United States,Redmond,Oregon,97756,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,25.2,7,17.5,7.7,1216,Chocolate → Oregon,True
2969,US-2022-119634-CHO-NUT-13000,2024-11-08,2028-02-06,Standard Class,119634,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1185,Chocolate → North Carolina,True
2970,US-2022-156797-CHO-FUD-51000,2024-11-08,2028-02-05,Standard Class,156797,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1184,Chocolate → New York,True
2971,US-2022-156797-CHO-SCR-58000,2024-11-08,2028-02-05,Standard Class,156797,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1184,Chocolate → New York,True
3071,US-2022-104626-CHO-MIL-31000,2024-01-09,2028-02-29,Standard Class,104626,United States,Franklin,Massachusetts,2038,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,1512,Chocolate → Massachusetts,True
3072,US-2022-104626-CHO-FUD-51000,2024-01-09,2028-02-29,Standard Class,104626,United States,Franklin,Massachusetts,2038,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1512,Chocolate → Massachusetts,True
3073,US-2022-104626-CHO-FUD-51000,2024-01-09,2028-02-29,Standard Class,104626,United States,Franklin,Massachusetts,2038,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,1512,Chocolate → Massachusetts,True
3074,US-2022-137946-CHO-SCR-58000,2024-01-09,2028-02-25,Second Class,137946,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1508,Chocolate → California,True
3075,US-2022-137946-CHO-SCR-58000,2024-01-09,2028-02-25,Second Class,137946,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1508,Chocolate → California,True
3076,US-2022-104626-CHO-TRI-54000,2024-01-09,2028-02-29,Standard Class,104626,United States,Franklin,Massachusetts,2038,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,1512,Chocolate → Massachusetts,True
3077,US-2022-137946-CHO-TRI-54000,2024-01-09,2028-02-25,Second Class,137946,United States,Los Angeles,California,90045,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,1508,Chocolate → California,True
3078,US-2022-146745-CHO-FUD-51000,2024-03-09,2028-02-29,Standard Class,146745,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1452,Chocolate → California,True
3079,US-2022-113215-CHO-TRI-54000,2024-03-09,2028-02-29,Standard Class,113215,United States,Tucson,Arizona,85705,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1452,Chocolate → Arizona,True
3080,US-2022-121608-CHO-FUD-51000,2024-03-09,2028-02-26,First Class,121608,United States,Bristol,Connecticut,6010,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1449,Chocolate → Connecticut,True
3081,US-2022-146745-CHO-SCR-58000,2024-03-09,2028-02-29,Standard Class,146745,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1452,Chocolate → California,True
3082,US-2022-149734-CHO-NUT-13000,2024-03-09,2028-02-29,Standard Class,149734,United States,Durham,North Carolina,27707,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,1452,Chocolate → North Carolina,True
3083,US-2022-138303-CHO-FUD-51000,2024-03-09,2028-02-28,Standard Class,138303,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,1451,Chocolate → Pennsylvania,True
3084,US-2022-169537-CHO-SCR-58000,2024-03-09,2028-02-28,Second Class,169537,United States,Holland,Michigan,49423,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1451,Chocolate → Michigan,True
3085,US-2022-130204-CHO-TRI-54000,2024-03-09,2028-03-01,Standard Class,130204,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1453,Chocolate → California,True
3086,US-2022-104185-CHO-SCR-58000,2024-03-09,2028-02-29,Second Class,104185,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1452,Chocolate → New York,True
3087,US-2022-138303-CHO-FUD-51000,2024-03-09,2028-02-28,Standard Class,138303,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1451,Chocolate → Pennsylvania,True
3088,US-2022-138303-CHO-NUT-13000,2024-03-09,2028-02-28,Standard Class,138303,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,1451,Chocolate → Pennsylvania,True
3089,US-2022-130204-CHO-NUT-13000,2024-03-09,2028-03-01,Standard Class,130204,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1453,Chocolate → California,True
3090,US-2022-130204-CHO-NUT-13000,2024-03-09,2028-03-01,Standard Class,130204,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1453,Chocolate → California,True
3091,US-2022-121608-CHO-NUT-13000,2024-03-09,2028-02-26,First Class,121608,United States,Bristol,Connecticut,6010,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,1449,Chocolate → Connecticut,True
3092,US-2022-101924-CHO-SCR-58000,2024-04-09,2028-03-01,Standard Class,101924,United States,Medford,Oregon,97504,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1422,Chocolate → Oregon,True
3093,US-2022-113523-CHO-SCR-58000,2024-04-09,2028-02-29,Standard Class,113523,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1421,Chocolate → Pennsylvania,True
3094,US-2022-142755-CHO-MIL-31000,2024-04-09,2028-02-29,Standard Class,142755,United States,Roswell,Georgia,30076,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1421,Chocolate → Georgia,True
3095,US-2022-142755-CHO-SCR-58000,2024-04-09,2028-02-29,Standard Class,142755,United States,Roswell,Georgia,30076,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1421,Chocolate → Georgia,True
3096,US-2022-142755-CHO-NUT-13000,2024-04-09,2028-02-29,Standard Class,142755,United States,Roswell,Georgia,30076,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1421,Chocolate → Georgia,True
3097,US-2022-159863-CHO-NUT-13000,2024-04-09,2028-02-28,Second Class,159863,United States,Houston,Texas,77095,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1420,Chocolate → Texas,True
3098,US-2022-142755-CHO-NUT-13000,2024-04-09,2028-02-29,Standard Class,142755,United States,Roswell,Georgia,30076,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,1421,Chocolate → Georgia,True
3099,US-2022-130785-CHO-NUT-13000,2024-05-09,2028-03-01,Standard Class,130785,United States,San Diego,California,92105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1392,Chocolate → California,True
3100,US-2022-130785-CHO-SCR-58000,2024-05-09,2028-03-01,Standard Class,130785,United States,San Diego,California,92105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1392,Chocolate → California,True
3101,US-2022-135510-CHO-SCR-58000,2024-05-09,2028-03-04,Standard Class,135510,United States,Charlottesville,Virginia,22901,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1395,Chocolate → Virginia,True
3102,US-2022-105158-CHO-FUD-51000,2024-05-09,2028-03-02,Standard Class,105158,United States,Rochester,Minnesota,55901,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1393,Chocolate → Minnesota,True
3103,US-2022-162621-CHO-SCR-58000,2024-05-09,2028-03-03,Standard Class,162621,United States,Houston,Texas,77036,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1394,Chocolate → Texas,True
3104,US-2022-130785-CHO-TRI-54000,2024-05-09,2028-03-01,Standard Class,130785,United States,San Diego,California,92105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,1392,Chocolate → California,True
3105,US-2022-162621-CHO-TRI-54000,2024-05-09,2028-03-03,Standard Class,162621,United States,Houston,Texas,77036,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,1394,Chocolate → Texas,True
3106,US-2022-105158-CHO-NUT-13000,2024-05-09,2028-03-02,Standard Class,105158,United States,Rochester,Minnesota,55901,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,1393,Chocolate → Minnesota,True
3107,US-2022-162621-CHO-MIL-31000,2024-05-09,2028-03-03,Standard Class,162621,United States,Houston,Texas,77036,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,29.25,9,18.99,10.26,1394,Chocolate → Texas,True
3108,US-2022-150791-CHO-NUT-13000,2024-06-09,2028-03-05,Standard Class,150791,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1365,Chocolate → New York,True
3109,US-2022-138002-CHO-SCR-58000,2024-06-09,2028-03-04,Standard Class,138002,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,1364,Chocolate → Washington,True
3110,US-2022-151435-CHO-FUD-51000,2024-06-09,2028-03-01,Second Class,151435,United States,Lafayette,Louisiana,70506,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,1361,Chocolate → Louisiana,True
3111,US-2022-109015-CHO-SCR-58000,2024-06-09,2028-03-04,Standard Class,109015,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,1364,Chocolate → New York,True
3112,US-2022-138002-CHO-SCR-58000,2024-06-09,2028-03-04,Standard Class,138002,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1364,Chocolate → Washington,True
3113,US-2022-169572-CHO-TRI-54000,2024-06-09,2028-03-04,Standard Class,169572,United States,Richmond,Virginia,23223,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,1364,Chocolate → Virginia,True
3114,US-2022-133977-CHO-NUT-13000,2024-06-09,2028-02-29,Second Class,133977,United States,Tamarac,Florida,33319,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,1360,Chocolate → Florida,True
3115,US-2022-160696-CHO-MIL-31000,2024-06-09,2028-03-02,Standard Class,160696,United States,Nashville,Tennessee,37211,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1362,Chocolate → Tennessee,True
3116,US-2022-143238-CHO-SCR-58000,2024-06-09,2028-02-29,First Class,143238,United States,La Quinta,California,92253,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1360,Chocolate → California,True
3117,US-2022-109015-CHO-FUD-51000,2024-06-09,2028-03-04,Standard Class,109015,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1364,Chocolate → New York,True
3118,US-2022-122623-CHO-NUT-13000,2024-07-09,2028-03-03,Standard Class,122623,United States,El Paso,Texas,79907,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1333,Chocolate → Texas,True
3119,US-2022-164084-CHO-FUD-51000,2024-07-09,2028-03-04,Standard Class,164084,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1334,Chocolate → New York,True
3120,US-2022-105599-CHO-MIL-31000,2024-07-09,2028-02-28,Same Day,105599,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,1329,Chocolate → New York,True
3121,US-2022-161445-CHO-SCR-58000,2024-07-09,2028-03-01,Second Class,161445,United States,Durham,North Carolina,27707,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,1331,Chocolate → North Carolina,True
3122,US-2022-164084-CHO-MIL-31000,2024-07-09,2028-03-04,Standard Class,164084,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,1334,Chocolate → New York,True
3123,US-2022-102876-CHO-FUD-51000,2024-07-09,2028-03-06,Standard Class,102876,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1336,Chocolate → Pennsylvania,True
3124,US-2022-102876-CHO-TRI-54000,2024-07-09,2028-03-06,Standard Class,102876,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1336,Chocolate → Pennsylvania,True
3125,US-2022-164084-CHO-MIL-31000,2024-07-09,2028-03-04,Standard Class,164084,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,1334,Chocolate → New York,True
3126,US-2022-105599-CHO-NUT-13000,2024-07-09,2028-02-28,Same Day,105599,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1329,Chocolate → New York,True
3127,US-2022-164084-CHO-FUD-51000,2024-07-09,2028-03-04,Standard Class,164084,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1334,Chocolate → New York,True
3128,US-2022-110744-CHO-TRI-54000,2024-07-09,2028-03-04,Standard Class,110744,United States,Pasadena,California,91104,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,1334,Chocolate → California,True
3129,US-2022-164084-CHO-SCR-58000,2024-07-09,2028-03-04,Standard Class,164084,United States,New York City,New York,10011,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,1334,Chocolate → New York,True
3130,US-2022-140557-CHO-FUD-51000,2024-07-09,2028-03-03,Standard Class,140557,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,1333,Chocolate → New York,True
3131,US-2022-102876-CHO-FUD-51000,2024-07-09,2028-03-06,Standard Class,102876,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,1336,Chocolate → Pennsylvania,True
3132,US-2022-151624-CHO-MIL-31000,2024-08-09,2028-03-06,Standard Class,151624,United States,Montgomery,Alabama,36116,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,1305,Chocolate → Alabama,True
3133,US-2022-162166-CHO-MIL-31000,2024-08-09,2028-03-03,First Class,162166,United States,Moreno Valley,California,92553,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,1302,Chocolate → California,True
3134,US-2022-162166-CHO-NUT-13000,2024-08-09,2028-03-03,First Class,162166,United States,Moreno Valley,California,92553,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,1302,Chocolate → California,True
3135,CA-2022-153071-CHO-FUD-51000,2024-08-09,2028-03-04,Standard Class,153071,Canada,Montreal,Quebec,H1A,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,1303,Chocolate → Quebec,True
3136,US-2022-147242-CHO-NUT-13000,2024-10-09,2028-03-06,Standard Class,147242,United States,Revere,Massachusetts,2151,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,1244,Chocolate → Massachusetts,True
3137,US-2022-139374-CHO-TRI-54000,2024-10-09,2028-03-06,Standard Class,139374,United States,Austin,Texas,78745,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,1244,Chocolate → Texas,True
3138,US-2022-108672-CHO-MIL-31000,2024-10-09,2028-03-08,Standard Class,108672,United States,Los Angeles,California,90032,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,1246,Chocolate → California,True
3139,US-2022-147242-CHO-SCR-58000,2024-10-09,2028-03-06,Standard Class,147242,United States,Revere,Massachusetts,2151,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1244,Chocolate → Massachusetts,True
3140,US-2022-136658-CHO-SCR-58000,2024-10-09,2028-03-09,Standard Class,136658,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1247,Chocolate → New York,True
3141,US-2022-168186-CHO-FUD-51000,2024-10-09,2028-03-07,Standard Class,168186,United States,Tulsa,Oklahoma,74133,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,1245,Chocolate → Oklahoma,True
3142,US-2022-147242-CHO-NUT-13000,2024-10-09,2028-03-06,Standard Class,147242,United States,Revere,Massachusetts,2151,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,1244,Chocolate → Massachusetts,True
3143,US-2022-117772-CHO-TRI-54000,2024-10-09,2028-03-04,Second Class,117772,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,22.5,6,14.7,7.8,1242,Chocolate → Washington,True
3144,US-2022-132906-CHO-TRI-54000,2024-10-09,2028-03-06,Standard Class,132906,United States,Los Angeles,California,90004,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,1244,Chocolate → California,True
3145,US-2022-126186-CHO-NUT-13000,2024-11-09,2028-03-04,First Class,126186,United States,Aurora,Colorado,80013,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,1211,Chocolate → Colorado,True
3146,US-2022-132465-CHO-SCR-58000,2024-11-09,2028-03-07,Second Class,132465,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,1214,Chocolate → New York,True
3147,US-2022-125934-CHO-FUD-51000,2024-11-09,2028-03-10,Standard Class,125934,United States,Paterson,New Jersey,7501,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,1217,Chocolate → New Jersey,True
